FilePath,Project,Extension,Classification,AuditStatus,Notes
SmartAttendance.Web/Pages/Payroll/SalaryDaysAdjustment.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/SalaryItems.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/SalaryItems.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/SalarySheet.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/SalarySheet.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Settings.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Settings.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/TerminationSettlement.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/TerminationSettlement.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Transactions.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Payroll/Transactions.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PayrollProvisions/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PayrollProvisions/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PeopleReports/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PeopleReports/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PeriodRules/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PeriodRules/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PositionCategories/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PositionCategories/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PositionLevels/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/PositionLevels/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Positions/Import.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Positions/Import.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Positions/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Positions/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Roster/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Roster/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/SelfServices/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/SelfServices/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Setup/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Setup/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/Components/EmployeeNotificationBell/Default.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/Components/NotificationBell/Default.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/EmployeePickerLookup.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/EmployeePickerModel.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/EmployeePickerMultiModel.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_AttendanceApprovalViews.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_AttendanceViews.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_EmployeePicker.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_EmployeePickerMulti.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_EmployeePortalLayout.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_Layout.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_Layout.cshtml.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Shared/_ValidationScriptsPartial.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftAssignments/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftAssignments/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftOverrides/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftOverrides/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftRules/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftRules/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftTypes/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/ShiftTypes/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/UserAccess/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/UserAccess/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Verify.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Verify.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/Actions.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/Actions.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/Letter.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/Letter.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/PrintForm.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/Violations/PrintForm.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/WeekAttendance/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/WeekAttendance/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/WorkFromHome/Index.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/WorkFromHome/Index.cshtml.cs,SmartAttendance.Web,cs,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/_ViewImports.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Pages/_ViewStart.cshtml,SmartAttendance.Web,cshtml,SOURCE,NOT REVIEWED,
SmartAttendance.Web/Program.cs,SmartAttendance.Web,cs,SOURCE,REVIEWED,Phase 2 Module 1 - read in full
SmartAttendance.Web/Properties/launchSettings.json,SmartAttendance.Web,json,SOURCE,NOT REVIEWED,
SmartAttendance.Web/SmartAttendance.Web.csproj,SmartAttendance.Web,csproj,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/SmartAttendance-Root-CA.crt,SmartAttendance.Web,crt,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/approved-reference.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/circular.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/condolence.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/custom.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/farewell.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/holiday.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/marriage.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/newborn.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/promotion.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/art/welcome.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/circular.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/condolence.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/custom.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/farewell.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/holiday.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/marriage.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/newborn.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/promotion.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/cards/welcome.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/condolence.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/custom.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/farewell.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/holiday.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/marriage.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/newborn.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/promotion.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/previews/welcome.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/circular.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/condolence.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/custom.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/farewell.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/holiday.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/marriage.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/newborn.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/promotion.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcement-studio/thumbs/welcome.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/announcements/condolence-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/condolence.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/custom-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/custom.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/farewell-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/farewell.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/holiday-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/holiday.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/marriage-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/marriage.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/newborn-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/newborn.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/promotion-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/promotion.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/welcome-art.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/announcements/welcome.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/employee-photo-placeholder.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/nexora-logo.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/nexora-symbol.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/custom.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/employee_month.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/ideas.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/meals.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/satisfaction.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/supervisor.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/transport.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pulse-studio/templates/workplace.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pwa/apple-touch-icon.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pwa/icon-192.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pwa/icon-512.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pwa/icon-white.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/pwa/maskable-192.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/pwa/maskable-512.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/zynora-logo-dark.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/zynora-logo-horizontal-dark.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/zynora-logo-horizontal-light.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/zynora-logo-light.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/zynora-logo-monochrome-dark.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/zynora-logo-monochrome-light.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/brand/zynora-symbol-1024.png,SmartAttendance.Web,png,BINARY,BINARY / NON-REVIEWABLE,binary asset
SmartAttendance.Web/wwwroot/brand/zynora-symbol.svg,SmartAttendance.Web,svg,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/access-denied.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/app.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/attendance-operations-edit-highlight-fix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/attendance-operations-notes-fix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/attendance-operations-stable.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/attendance-records-filters.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/dashboard-nexora.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/dashboard-unified.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/employee-end-service-list.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/employee-end-service.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/employee-lifecycle-action.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/employee-lifecycle-timeline.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/employee-rehire.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/hrms-core.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/login-foundation.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/mass-scope.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/my-profile-attendance-header-fix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/my-profile-phase1.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/my-profile-table-align-fix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/my-profile.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-a4-custom-file-picker-v13-1.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-announcement-studio-dynamic.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-brand.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-button-interactions.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-calendar-v18.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-dashboard-distribution.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-disciplinary-designer-preview-safe-v1.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-disciplinary-rules.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-document-rules-actions-phase2.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-document-rules-phase1.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-edit-custom-datepicker.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-create-clean-fix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-create-documents-final.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-create-stable.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-documents-kayan-style.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-documents-layout-fix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-edit-clean-layout.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-experience.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-photo-upload.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-profile-dynamic-fields.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-profile-settings.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-employee-updates.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-global-scroll-system.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-hr-operations-page.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-hr-settings-v16.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-reference-redesign-v3.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-select-system.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-setup-pages.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-sidebar-menu-cleanup.css.disabled_20260706_152726,SmartAttendance.Web,disabled_20260706_152726,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-sidebar-menu-cleanup.css.disabled_20260706_153713,SmartAttendance.Web,disabled_20260706_153713,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-ui-stabilization-phase1.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-v3-hotfix.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
SmartAttendance.Web/wwwroot/css/nexora-violations-phase1-v14.css,SmartAttendance.Web,css,SOURCE,NOT REVIEWED,
